,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10
2007-03-01,1.137801070595876,1.1908593000461787,1.1578067492952853,1.1232461408372088,1.1291913102599174,1.1129767251509675,1.1062263311176146,1.1014395466269669,1.1048245054315249,1.2456494457178064
2007-03-02,1.157328310138615,1.195840823817464,1.170809241088465,1.1349405576418063,1.1407364659279773,1.1182017031054878,1.1112945095574418,1.108234034085621,1.108680707812561,1.249421276581625
2007-03-05,1.155556578974316,1.2040700115124006,1.17374137100534,1.1407091351716196,1.1415975135146381,1.1199021650846674,1.1098127827431412,1.1055367578840278,1.1057800561227356,1.245718336438369
2007-03-06,1.1729572731355569,1.2063021466558683,1.1787013362890626,1.1429144801610907,1.1441469069435073,1.119993332352627,1.1116337258396514,1.10816642881859,1.1028205217307767,1.2411419175169196
2007-03-07,1.2015309201087108,1.2222894247374523,1.1903896628973702,1.1527251380671812,1.152992467019495,1.127750854393952,1.1207852146893804,1.117840470156309,1.1139842541404836,1.2600964002793662
2007-03-08,1.2087067782053071,1.2278926656386773,1.200332623470188,1.1626576159299526,1.1620171606470664,1.140850242801732,1.131189576205211,1.1278977305205873,1.1299532525092608,1.2926665333575194
2007-03-09,1.2072233562671253,1.225111619796863,1.1965529146134228,1.1625593684502953,1.1621528361120883,1.1405544702060857,1.1324869485822386,1.1247076203469908,1.1332238867098072,1.3044318794165084
2007-03-12,1.210761589805517,1.2343563675744076,1.2068292218200347,1.1698256614287506,1.175499162916017,1.151557746457141,1.1441639623340987,1.1376466282897413,1.1508014400848208,1.3350467916653808
2007-03-13,1.2154144475722515,1.2438889827717106,1.214651608392584,1.1760466745643656,1.1836567862350247,1.1577155412968254,1.1505700203577158,1.1455933364699338,1.1621895957809165,1.357154719364608
2007-03-14,1.2115983273139983,1.2348637044566504,1.2078644327966606,1.1701327593524704,1.178213059499399,1.154169908042534,1.1483221016174878,1.1489169417210743,1.167646969394056,1.371159995771669
2007-03-15,1.2209748118131927,1.248626492770294,1.2246720607270105,1.1822809489134045,1.1928636606174454,1.1616269410189721,1.1602771517012465,1.1588761804281802,1.1803394989958764,1.3909907135521637
2007-03-16,1.221453389488862,1.23844896272625,1.2137854497074652,1.173637863519851,1.1835348576672369,1.1460884367464728,1.1494980060468112,1.1410474382221842,1.1614940378370882,1.3724123460501285
2007-03-19,1.228306954800677,1.2458688859490061,1.2207473193951872,1.1805010150477127,1.187680558470017,1.1522757049860335,1.1563157355291083,1.1475159099606949,1.1722444334927713,1.3724096809055122
2007-03-20,1.23423145192343,1.2532299364427937,1.2361066141750197,1.1977973679254241,1.2040925310301993,1.1681662088687466,1.169498915546289,1.1627553548087353,1.1913231412638285,1.4044569389911543
2007-03-21,1.2524686093803141,1.259934082327074,1.2454767437584533,1.2091165238589061,1.2139494481205233,1.1789833780643155,1.1815935308047174,1.1733862277709437,1.2129958277848107,1.4312734523657789
2007-03-22,1.2620433473052284,1.2615619603148875,1.2524126123118158,1.209865869411342,1.2177376028423161,1.1822254601321083,1.1838036351917205,1.1738433334815945,1.2234351087747044,1.4503016803770823
2007-03-23,1.2649640718237767,1.2706581945523703,1.2611817302295492,1.2208371314227233,1.226529778731615,1.1925476269055342,1.1930334165451881,1.1844034193359614,1.2323652489238395,1.4655219044071606
2007-03-26,1.2876998922768939,1.2888158287197655,1.2855351839823117,1.2406150987010678,1.2411674119878866,1.206038775109478,1.2102413942831554,1.2037914165237684,1.247134297847367,1.4652702818782564
2007-03-27,1.2991111950164531,1.2953675261381572,1.295259098618228,1.2492907942547964,1.249565745087629,1.2148700394225598,1.2177632286845104,1.214933216189099,1.2604134273941168,1.481020220184688
2007-03-28,1.2981422740832917,1.294584754526044,1.2868168089375072,1.2421289920350176,1.2422543228921719,1.2052968561358726,1.2104826145178407,1.20981437266566,1.253939428264123,1.4668495954268663
2007-03-29,1.4284403193199393,1.2838262698603333,1.2736992121618016,1.2333318018620993,1.2290240111877697,1.1923081291561552,1.1927935056197474,1.1941109981435998,1.2249468857678716,1.4185592994981622
2007-03-30,1.4283375854432372,1.2869251010734073,1.2759512362405128,1.2371842070252173,1.2316946162435867,1.196978215583164,1.1969229826225567,1.1986083529765312,1.2291101003206744,1.4291375164779727
2007-04-02,1.440494642054703,1.3039494363202133,1.2879175755148407,1.2478388536201535,1.2426334540558628,1.206525896510286,1.2086134719045294,1.2118525186093547,1.2436697300740573,1.455508428039098
2007-04-03,1.4520970404147546,1.3136280660252446,1.294551195424382,1.2534366379808748,1.2440471838039724,1.2122187819930474,1.2145242852091007,1.2169424567088236,1.2525582851610282,1.4773807881781662
2007-04-04,1.4624997221190092,1.3194468355130429,1.3023848681471033,1.2566109415680649,1.2474443985434918,1.2172464065573698,1.220023748008106,1.2222471603646703,1.2571636178664862,1.5004147513041843
2007-04-05,1.4692437674133185,1.334438905643773,1.3127107919236407,1.263846598559914,1.2559575417538622,1.226171922050624,1.2300375854307997,1.2353512977225078,1.2729393461610459,1.5219813044959107
2007-04-06,1.4771646297665808,1.3454317076265048,1.3203826453064056,1.2696986179568446,1.262646276294888,1.231245447366341,1.237114152990115,1.2462992183367658,1.2832677856298653,1.5350543460558188
2007-04-09,1.486984092882328,1.357762341304099,1.3284431483554606,1.2753204594282108,1.2684209390109265,1.2394396002936505,1.2474502428924705,1.2546902631090129,1.295766432155463,1.5516941326547398
2007-04-10,1.48935350857994,1.3647839619057052,1.3312383730633597,1.277511623132235,1.2675635489669788,1.2400044063699507,1.2499129748114393,1.2587172571981358,1.3009033858792234,1.5655867630766924
2007-04-11,1.4986792604805457,1.3754314419307139,1.3394342043200516,1.2822053212208229,1.2740460300207876,1.2424002427298482,1.2573009255343388,1.2666486808947004,1.305498306364683,1.5803542326148852
2007-04-12,1.5126977057679858,1.390091411776269,1.3475163913528605,1.2914555324312715,1.285526964705226,1.248279636989599,1.264930390689649,1.2778741044921647,1.3190297143504233,1.6095520996309063
2007-04-13,1.6789881335947543,1.3960128351699927,1.3464932804092369,1.2900051430474233,1.28353841017805,1.2428582510433197,1.2634157941931607,1.271410825291256,1.3185608672321851,1.5981309397108328
2007-04-16,1.7019629418088207,1.4158070521739012,1.3649889872799739,1.3028245965734468,1.2994442379906925,1.2546551334002556,1.2745831601898148,1.29188874790974,1.3370588048215832,1.6349788099986269
2007-04-17,1.7455311019416013,1.4317153464877943,1.3787338925429786,1.3184653585603032,1.3115724905685382,1.2714132189645784,1.2937545220304068,1.3106356521959737,1.3584172591808574,1.6718147676332762
2007-04-18,1.7607272681391501,1.4501636624716794,1.3940415060899607,1.3274819022035727,1.324713581671905,1.2841807419807323,1.303492349668562,1.3282491893725896,1.3782344137001834,1.6992977616445961
2007-04-19,1.7447213550513758,1.4201490060129918,1.3711370881215008,1.3029452432625754,1.3031551489865543,1.2631071062824022,1.2722390713119363,1.2916763279671004,1.3372433178256662,1.624671059614247
2007-04-20,1.771761286091274,1.4529469172506926,1.393130953615411,1.3272638249085202,1.323933337982363,1.283877157138077,1.294066723904314,1.319647157039657,1.3752699807351856,1.6785692263156604
2007-04-23,1.7928764510258828,1.4809928134724843,1.4111684499807862,1.3504725144367777,1.3445285038830002,1.304275429134319,1.321641198866721,1.3479476394831076,1.4056832508924417,1.7296376657363441
2007-04-24,1.7962898572196437,1.4832192481813247,1.4188531258814816,1.3543953404649203,1.3505262121738038,1.3114755759264054,1.3224562985842923,1.3524595339185874,1.4049112222970788,1.7375699248541372
2007-04-25,1.831643041585411,1.482021523965787,1.4165806635507021,1.3495770039931307,1.351961449437151,1.3081420265079562,1.3238825050475962,1.3505698627899132,1.3994880074424954,1.7371802172520108
2007-04-26,1.8555042587317128,1.4912413843372079,1.4239080831643331,1.3582846031716997,1.35887044842274,1.316599941918736,1.3338049129949832,1.3591728442205073,1.4045502824399287,1.7596259078918521
2007-04-27,1.8479365363393232,1.4793582294147298,1.4202147610466291,1.3543600976474648,1.35974888428667,1.3142889175546324,1.3359980403032883,1.3594790727726844,1.4045882223378277,1.7766053093449106
2007-04-30,1.8925551450399258,1.4776812726040902,1.4254394962342516,1.3601987684220387,1.3683357197518267,1.3238481161785993,1.3453177061420138,1.3614394409991866,1.4117117730954585,1.8034281384854183
2007-05-08,1.9178514139979528,1.5042206145986639,1.4479968425406406,1.3804217718848766,1.3873709474448073,1.3407978155924705,1.3632184906285107,1.38265725016173,1.438884693288219,1.858377619991463
2007-05-09,1.9386322486920797,1.5033241101037254,1.4446980828816345,1.3815184383287227,1.383461441748594,1.3428073569968795,1.3681651626190166,1.3840692709639904,1.4417329754634483,1.8498229507850368
2007-05-10,1.945634692831432,1.5164940541551606,1.4533705761706066,1.3893406671522535,1.394091923683547,1.3569051170501352,1.3780056176307738,1.3903914380386304,1.4463657351230397,1.83763953469072
2007-05-11,1.9472165899923597,1.5181120249370637,1.4526758465254435,1.3836418310678524,1.3918842419641284,1.3518898017552439,1.3719973747324286,1.3865323005308312,1.4419432666506469,1.8415345744980418
2007-05-14,1.953378868691375,1.5265398387749505,1.4553488315363856,1.3868465950900508,1.3966641838056981,1.354005296558009,1.3786315084393914,1.3917458108617042,1.4452768728745184,1.842410600635268
2007-05-15,1.9415953558849384,1.5133820502583555,1.4411270298578862,1.3688260250644826,1.3791270577932306,1.3379441641633214,1.3539810615117538,1.3644166764956507,1.4116769518798769,1.7907720940891967
2007-05-16,1.9618679922350077,1.5330392217742022,1.4553870110716967,1.3809499525230202,1.390331399090691,1.3487478432754183,1.3642427493566283,1.3780965827034575,1.4296612172134378,1.826408581041891
2007-05-17,1.9859495808303962,1.559594465255669,1.4706015116850395,1.3961941112059348,1.403584403504777,1.365959255623562,1.381581978503832,1.3953555227827956,1.4493311387863543,1.8600080656662086
2007-05-18,2.0240950782627998,1.5645384485956808,1.4707792492031766,1.3989023936521454,1.406452494503354,1.3711259927406263,1.3816082456088181,1.4025302277080989,1.4539585656604523,1.8864511308455783
2007-05-21,2.0385847587214614,1.5819880515406408,1.4845369649996427,1.414242501879606,1.4202011053569392,1.3856339807007327,1.396946964109426,1.422773591664658,1.4829775278185846,1.9403586489155913
2007-05-22,2.058797042594819,1.603260372844425,1.505242110529149,1.4310623047351816,1.4310360449358315,1.401326700714821,1.409959234899108,1.4402183183799093,1.5038165067663176,1.9786851110264296
2007-05-23,2.083185017213504,1.6287296046128459,1.5246571913807354,1.4453515902807528,1.4421249146793815,1.4158601470727061,1.4257349157603922,1.4593531001971365,1.5247823729649883,2.0152499852678862
2007-05-24,2.0716677567792625,1.6156334204399008,1.5170888149623925,1.4357444894718752,1.4399593965127329,1.4125215765830224,1.4253400774981455,1.4580689264221829,1.5272982883440585,2.0206375697991383
2007-05-25,2.1333819033071495,1.6303757283280953,1.523879430628821,1.4449939290148162,1.4478398889718775,1.420909425353844,1.4326013387554104,1.465480773120214,1.5358636343513843,2.050518279020151
2007-05-28,2.1678511210403113,1.6587848923519066,1.5457246655533938,1.4625383983278868,1.4606403739279692,1.4353823745733014,1.4503137608929961,1.473653465194509,1.5461695099955335,2.0658017016327674
2007-05-29,2.18603848214089,1.6829767255066965,1.5607484246715513,1.473466006937855,1.4681615698347348,1.4445910867839693,1.4610645126053154,1.4801422477065709,1.5626781795921167,2.0838659216316255
2007-05-30,2.1240405926303696,1.604600542204893,1.5115849200614209,1.4390566178955573,1.4249671512615938,1.397423606552965,1.4135913541100391,1.4304423379182543,1.4847293165021387,1.9788926607041861
2007-05-31,2.098069057370565,1.5990249588965297,1.477021138304324,1.4223789708779702,1.3946867669579608,1.3652592844911648,1.3783247914750176,1.3874353708963114,1.4442522182494812,1.9169974347767746
2007-06-01,2.0177924460506427,1.5912809992416765,1.4724259890584157,1.3998254589593115,1.3765799488311152,1.35202330480743,1.362876452265441,1.3647429643156084,1.398640506828257,1.8229443210002032
2007-06-04,1.9066685379592176,1.5374490887086298,1.449096589175314,1.3729144479742625,1.365656151039125,1.3264927444125583,1.331236398355699,1.3290116099454277,1.3490349960496366,1.7224955866001601
2007-06-05,1.9308886943930161,1.5559331651301085,1.455117656273894,1.3804539948263461,1.3646735173648483,1.3230208222613888,1.3342295929658727,1.3243991475442785,1.343609720167753,1.7110680929743494
2007-06-06,1.942184252636494,1.5566598066922865,1.46135054309824,1.3872301641983875,1.3681327880585588,1.3259345275024723,1.3494733744915066,1.3274425906250058,1.3493056290439391,1.734312229064
2007-06-07,2.035306678211816,1.595623200695184,1.4939227483293895,1.411095235467534,1.3891119832812562,1.3515810850964056,1.3575372148816545,1.3433626904428857,1.3748458762748228,1.7882898472810147
2007-06-08,2.0578196062855745,1.6081953205444215,1.5022400568731633,1.414405921494336,1.3977393804873424,1.3588521297258223,1.3597727059367095,1.3557099338574021,1.390533444003266,1.81999513169037
2007-06-11,2.0766730533612376,1.6143722438460117,1.5098801962784267,1.4222105258940565,1.4070324165156878,1.3687681817341328,1.3670508994269264,1.379429614767438,1.419337868869842,1.8782647948530233
2007-06-12,2.0849661738006278,1.6232978589539846,1.528179021332035,1.4364030241268013,1.4165284923670596,1.374365201955219,1.3790324168140817,1.4050980260259343,1.4541572379335803,1.9180431851710555
2007-06-13,2.1871878097972637,1.664381583324186,1.5544797321243107,1.4582636859022742,1.4272660883092385,1.3832114639272035,1.3982754273716882,1.42061761483937,1.4637723057541243,1.9346320452282328
2007-06-14,2.1723022808707437,1.652343518467418,1.5363416233798914,1.4398267282071082,1.4247246536603946,1.3747481816909464,1.390201232587556,1.419070481148674,1.4509565318634572,1.9225890969999646
2007-06-15,2.1482352410126926,1.6381179568209758,1.5247252450312576,1.4362965423497014,1.4259300674664979,1.3800596529150988,1.3904385056272455,1.4241054664273192,1.4618973321688453,1.9395617539854024
2007-06-18,2.196510246438569,1.6653173545367619,1.545653463493985,1.45820406673401,1.4488771773380154,1.387827826558589,1.41420517939571,1.4475715848534152,1.4839511924796918,1.9804304661562426
2007-06-19,2.2498038283872424,1.689536003846432,1.5595566458606926,1.468507432868771,1.462586169440357,1.39120653851457,1.4271029024059043,1.4547498257079607,1.4985861939797982,2.00173920749418
2007-06-20,2.2111686850398167,1.6731194251434534,1.5435944949283846,1.4526507212774835,1.447387970098507,1.3899606163275222,1.404514131191308,1.436121761583438,1.4649942120683428,1.9653034128459943
2007-06-21,2.1775320004542285,1.6598387752911328,1.5411599063447734,1.4491851161763447,1.4464072100020142,1.3902168101473986,1.4046509603500863,1.441218936453426,1.4655756188571485,1.9509964422116923
2007-06-22,2.081180018845994,1.5949704209965692,1.4942585197818292,1.4084574495793056,1.4091770630880236,1.3744049923659507,1.3824590502693965,1.4115919876257215,1.4260857304621384,1.894807792888633
2007-06-25,1.9605426289466097,1.5224181122926272,1.4380374790191066,1.3562102148680657,1.366769352518055,1.342080291588671,1.3640466513136353,1.3798094110699193,1.3832319665941835,1.8225600115929328
2007-06-26,1.9724476069060406,1.5412901462967499,1.4509547650764163,1.3746093969722268,1.3730595513540536,1.353643537047184,1.37534879235867,1.3865970478369192,1.407195918043681,1.8400168475916976
2007-06-27,1.9974253305007463,1.5538355527088394,1.4664741862659243,1.3861453017176715,1.3843680965852703,1.3661992649738615,1.3947335986455958,1.3944674698603583,1.4260134840867444,1.8892024895595092
2007-06-28,1.8924959394642689,1.4780149560119444,1.393363199807909,1.326709703601069,1.3328454193453296,1.3167202749210751,1.3812074720296412,1.371041580006847,1.3930453395427573,1.8198034635367357
2007-06-29,1.8289404421607343,1.422555132219423,1.3580837579814566,1.285747168109508,1.3043678460689059,1.2934759538785736,1.3912762613913179,1.3568556611086784,1.3723233386324027,1.7885087732174656
2007-07-02,1.865217713432084,1.457979293584009,1.3805351366926397,1.3006980189344246,1.3154068225135644,1.301900006716059,1.3947435921369997,1.3582201431080638,1.3705065864155492,1.7625833014904906
2007-07-03,1.8813594843450019,1.4652172064312314,1.3903768605401667,1.3089749580887033,1.3211940465908045,1.3095401258653117,1.4017264868724943,1.3718972318229754,1.3869532927619757,1.7803784736403347
2007-07-04,1.8464330787195737,1.4397422949056744,1.3756442977106287,1.2973207543203613,1.3139088547008488,1.3053192895720171,1.3905782810777259,1.3571106454242863,1.3743752434504295,1.7601720802261336
2007-07-05,1.7972518009037912,1.3880834812763707,1.3380809379306822,1.2616197317010944,1.284165659526255,1.2830194364403973,1.356018639480401,1.3142802110942893,1.3224070511568624,1.6667320523030262
2007-07-06,1.8679087004265686,1.4329578198067123,1.3700962813388313,1.2890978081632694,1.312115157622545,1.3030252408993406,1.3690761859351188,1.3321854866549587,1.3587556860634216,1.7225970015381766
2007-07-09,1.9177523970120387,1.4543857195590304,1.3867512044700852,1.3028779661510725,1.3259780570630424,1.3180519854536303,1.3859595433682288,1.3389773011031465,1.3827228495587978,1.7693463712118311
2007-07-10,1.8622291894007619,1.4294525303674233,1.3700129693756466,1.2884421628408091,1.3113577646661398,1.3008521588920736,1.3681215526003498,1.3306870852051154,1.3632563035016398,1.7523559806149738
2007-07-11,1.8906506755580614,1.4387438189671689,1.3755784608339474,1.2943347230159077,1.316107063448332,1.3043447953224674,1.37395373469355,1.3325715597592678,1.3681360812388483,1.7646347278468701
2007-07-12,1.9149268475038255,1.4466272771724726,1.3805561523893866,1.2980424988147903,1.318202257562682,1.3069897539067084,1.3762214662573546,1.334086530406693,1.372403490491621,1.7614165620926998
2007-07-13,1.904218875903997,1.4391530384907956,1.379728338277963,1.2970660168952532,1.315458543754099,1.3076261189760399,1.376628672936281,1.3366149259788915,1.3729135218862454,1.7670141431730122
2007-07-16,1.85539173675065,1.4115465625493353,1.357014402790181,1.2761954265695352,1.3000481403093125,1.292208327551495,1.3584197429318834,1.315119622529702,1.3647469770602452,1.7330157349853357
2007-07-17,1.8855705764650128,1.4322122176253353,1.3736870188160493,1.2873172758133211,1.3117358456945254,1.2977401824573007,1.368650687807461,1.3261717361893643,1.3735337013064157,1.758830673426898
2007-07-18,1.8966219860674294,1.438169109232072,1.3772916641977626,1.2873476244957238,1.3129862110286166,1.2999119603451224,1.3713769605598756,1.3269426066224477,1.3733441074139003,1.756910022953111
2007-07-19,1.92041512772149,1.4490585547019994,1.3830007926564172,1.2923973670140365,1.3155064827635667,1.304275091193753,1.372216813026222,1.329171725548411,1.3749906627235666,1.7586663459635439
2007-07-20,1.9766125748868477,1.476596555137059,1.4053755165964954,1.3105374004385295,1.3318348562613467,1.3219363871269425,1.393740752061099,1.3494769878167905,1.3840203056372609,1.8090399480155723
2007-07-23,2.0732854763164217,1.5100134904815619,1.4311724158928076,1.3351502424528245,1.352628564605183,1.3411910852825084,1.4182632988085013,1.3611575293920322,1.3964427843970544,1.8628870279879237
2007-07-24,2.0877198518163333,1.5120009346282732,1.43172895131477,1.335060957988234,1.3543591644477455,1.3423507313415386,1.41884912077262,1.3608721203532568,1.39650371594542,1.8728029998176325
2007-07-25,2.129743444093426,1.5298672104117896,1.4418513131617834,1.3388389432757695,1.3586425572027334,1.3495206056203664,1.4275427522431976,1.3728986827714889,1.4142496583668074,1.9177850009728608
2007-07-26,2.180287790663789,1.5458702953914671,1.4536724904267702,1.3426183284503508,1.3641584672644944,1.3582091619442467,1.4392039639606673,1.3848353702965668,1.4261522104458848,1.9335282606867088
2007-07-27,2.225457698549772,1.5531406139490838,1.45892799411501,1.3465167935718318,1.3692860442981376,1.3628767931487096,1.4454499308095508,1.3942736619578853,1.4364660964563731,1.9575154369314236
2007-07-30,2.2541039650268173,1.5606532207604464,1.4699065694428108,1.3540128226377155,1.373982953874327,1.3690548013244086,1.4557015826595556,1.4050348440515064,1.4487108905654038,1.9784004125719137
2007-07-31,2.2699470138180997,1.5755444174857411,1.4755195745748504,1.3576503348086137,1.3755190865770086,1.373692446185133,1.4598114682168706,1.409508619398143,1.4564477110748941,1.9972614105305246
2007-08-01,2.2294639127260174,1.5359741304888457,1.4487128882365243,1.3324427372972525,1.3525452427465325,1.3534135215694016,1.432453220776186,1.3934675305863857,1.4251463210017619,1.954722221195279
2007-08-02,2.2427434009564506,1.5600609258242901,1.4685534542236827,1.346048757665811,1.3677691307474047,1.3688673617529634,1.4494631886621232,1.4117926540418768,1.4529816572211078,2.024189226391836
2007-08-03,2.24355265474926,1.579027301171672,1.4749581813445327,1.3509711209976287,1.3720077820348826,1.3735585010063744,1.4530313444824259,1.4181645117044352,1.458095332926101,2.045636587421532
2007-08-06,2.257420891399214,1.6044952504495347,1.487839857796104,1.3591891288133136,1.3786799680248443,1.384585135040562,1.4621527702176604,1.4250651524212001,1.4738065503182276,2.062288121950519
2007-08-07,2.2702498811426186,1.608569495513775,1.4880670172123012,1.355682687049127,1.3785799209795069,1.3799360974169377,1.4555193276516143,1.4212272402714625,1.4699704951357362,2.0520512002474622
2007-08-08,2.3003614792142564,1.6105027617432381,1.4849060538266792,1.3529501589118442,1.3728382395817427,1.3733682359145896,1.4460526442396373,1.4071069545228707,1.4529304423579625,2.0124482956675465
2007-08-09,2.3091658582683325,1.621515366445468,1.489467923563718,1.3564171602775605,1.3779065909899477,1.3764977666073632,1.4525732022320388,1.4101631420933298,1.4613745571557715,2.0275466101674775
2007-08-10,2.296297505207688,1.6005395974007028,1.4770741411611152,1.3434579151484292,1.3661088754667752,1.364880959250795,1.4381637789364707,1.3989823857390464,1.4418430737404835,1.9969988071767493
2007-08-13,2.291846167915503,1.6046158311206213,1.4781492376220637,1.3507568759101882,1.3727000770257698,1.369736526272119,1.439870050522926,1.3940716276809282,1.4298905644056878,1.9606043139164149
